id,timestamp, lat, long, mode, isCommunicating, direction, reached, partnerId, partnerMode, broadcastedPath, receivedPath, beforePathLength, afterPathLength, sentDataSize, receivedDataSize
13, 2.016000, -35.811222, 0.961789, E, F, , F, , , , , , , , , 
13, 3.232000, -35.394695, 0.613027, E, F, , F, , , , , , , , , 
13, 3.936000, -35.077442, 0.414818, E, F, , F, , , , , , , , , 
13, 4.384000, -34.738225, 0.177589, E, F, , F, , , , , , , , , 
13, 4.768000, -34.428261, -0.008814, E, F, , F, , , , , , , , , 
13, 5.152000, -34.104938, -0.171129, E, F, , F, , , , , , , , , 
13, 5.600000, -33.729805, -0.355135, E, F, , F, , , , , , , , , 
13, 5.984000, -33.431589, -0.548381, E, F, , F, , , , , , , , , 
13, 6.368000, -33.133096, -0.753120, E, F, , F, , , , , , , , , 
13, 6.752000, -32.842499, -0.957700, E, F, , F, , , , , , , , , 
13, 7.136000, -32.576505, -1.193284, E, F, , F, , , , , , , , , 
13, 7.520000, -32.311914, -1.440285, E, F, , F, , , , , , , , , 
13, 8.416000, -31.794641, -1.843443, E, F, , F, , , , , , , , , 
13, 8.864000, -31.483355, -2.116259, E, F, , F, , , , , , , , , 
13, 9.312000, -31.168446, -2.390778, E, F, , F, , , , , , , , , 
13, 9.696000, -30.930192, -2.654320, E, F, , F, , , , , , , , , 
13, 10.496000, -30.730861, -2.902985, E, F, , F, , , , , , , , , 
13, 11.584000, -30.532736, -3.148392, E, F, , F, , , , , , , , , 
13, 14.688000, -30.286342, -3.326335, E, F, , F, , , , , , , , , 
13, 18.720000, -30.141247, -3.594592, E, F, , F, , , , , , , , , 
13, 23.456000, -30.072164, -3.886749, E, F, , F, , , , , , , , , 
13, 30.016000, -30.275964, -3.624608, E, F, , F, , , , , , , , , 
13, 30.784000, -30.281266, -3.205828, E, F, , F, , , , , , , , , 
13, 31.360000, -30.287464, -2.848419, E, F, , F, , , , , , , , , 
13, 31.744000, -30.254983, -2.499584, E, F, , F, , , , , , , , , 
13, 32.192000, -30.180156, -2.085906, E, F, , F, , , , , , , , , 
13, 32.576000, -30.143166, -1.729669, E, F, , F, , , , , , , , , 
13, 33.024000, -30.098084, -1.313709, E, F, , F, , , , , , , , , 
13, 33.408000, -30.047863, -0.955594, E, F, , F, , , , , , , , , 
13, 33.792000, -30.024472, -0.594650, E, F, , F, , , , , , , , , 
13, 34.176000, -30.028534, -0.232751, E, F, , F, , , , , , , , , 
13, 34.560000, -30.028042, 0.122800, E, F, , F, , , , , , , , , 
13, 34.944000, -29.987528, 0.476585, E, F, , F, , , , , , , , , 
13, 35.328000, -29.907603, 0.821791, E, F, , F, , , , , , , , , 
13, 35.648000, -29.830124, 1.111701, E, F, , F, , , , , , , , , 
13, 36.032000, -29.762132, 1.466189, E, F, , F, , , , , , , , , 
13, 36.416000, -29.721719, 1.825121, E, F, , F, , , , , , , , , 
13, 36.864000, -29.702854, 2.129083, E, F, , F, , , , , , , , , 
13, 37.504000, -29.667886, 2.493669, E, F, , F, , , , , , , , , 
13, 39.168000, -29.767260, 2.935191, E, F, , F, , , , , , , , , 
13, 40.704000, -29.907636, 3.202453, E, F, , F, , , , , , , , , 
13, 49.920000, -29.522695, 3.209237, E, F, , F, , , , , , , , , 
13, 50.304000, -29.192177, 3.081378, E, F, , F, , , , , , , , , 
13, 50.688000, -28.876908, 2.916883, E, F, , F, , , , , , , , , 
13, 51.072000, -28.581782, 2.717828, E, F, , F, , , , , , , , , 
13, 51.456000, -28.309788, 2.488971, E, F, , F, , , , , , , , , 
13, 51.840000, -28.020620, 2.271855, E, F, , F, , , , , , , , , 
13, 52.224000, -27.757117, 2.033304, E, F, , F, , , , , , , , , 
13, 52.544000, -27.523936, 1.844304, E, F, , F, , , , , , , , , 
13, 52.928000, -27.269611, 1.595906, E, F, , F, , , , , , , , , 
13, 53.312000, -26.994340, 1.358364, E, F, , F, , , , , , , , , 
13, 53.696000, -26.711666, 1.149393, E, F, , F, , , , , , , , , 
13, 54.080000, -26.443277, 0.912550, E, F, , F, , , , , , , , , 
