id,timestamp, lat, long, mode, isCommunicating, direction, reached, partnerId, partnerMode, broadcastedPath, receivedPath, beforePathLength, afterPathLength, sentDataSize, receivedDataSize
11, 1.920000, -36.911373, 1.419736, E, F, , F, , , , , , , , , 
11, 4.512000, -36.459752, 1.221500, E, F, , F, , , , , , , , , 
11, 5.120000, -36.154220, 1.191270, E, F, , F, , , , , , , , , 
11, 6.208000, -35.841350, 1.152217, E, F, , F, , , , , , , , , 
11, 7.008000, -35.505179, 1.104402, E, F, , F, , , , , , , , , 
11, 7.776000, -35.170125, 0.979982, E, F, , F, , , , , , , , , 
11, 9.440000, -34.855328, 0.900729, E, F, , F, , , , , , , , , 
11, 10.176000, -34.339177, 0.911228, E, F, , F, , , , , , , , , 
11, 10.560000, -33.976268, 0.925587, E, F, , F, , , , , , , , , 
11, 11.008000, -33.561379, 0.981828, E, F, , F, , , , , , , , , 
11, 11.392000, -33.206957, 1.059638, E, F, , F, , , , , , , , , 
11, 11.776000, -32.862398, 1.162873, E, F, , F, , , , , , , , , 
11, 12.160000, -32.522807, 1.293003, E, F, , F, , , , , , , , , 
11, 12.544000, -32.200380, 1.445441, E, F, , F, , , , , , , , , 
11, 12.928000, -31.891510, 1.630257, E, F, , F, , , , , , , , , 
11, 13.312000, -31.596158, 1.841697, E, F, , F, , , , , , , , , 
11, 13.760000, -31.260356, 2.086609, E, F, , F, , , , , , , , , 
11, 14.080000, -31.009722, 2.254414, E, F, , F, , , , , , , , , 
11, 14.464000, -30.724412, 2.475447, E, F, , F, , , , , , , , , 
11, 14.848000, -30.459515, 2.720932, E, F, , F, , , , , , , , , 
11, 15.648000, -30.241248, 2.941207, E, F, , F, , , , , , , , , 
11, 16.736000, -30.025663, 3.171818, E, F, , F, , , , , , , , , 
11, 19.584000, -29.794974, 3.364241, E, F, , F, , , , , , , , , 
11, 22.976000, -29.365295, 3.328419, E, F, , F, , , , , , , , , 
11, 23.296000, -29.072482, 3.261816, E, F, , F, , , , , , , , , 
11, 23.680000, -28.713977, 3.211129, E, F, , F, , , , , , , , , 
11, 24.000000, -28.414486, 3.189564, E, F, , F, , , , , , , , , 
11, 24.448000, -27.998434, 3.160965, E, F, , F, , , , , , , , , 
11, 24.832000, -27.643166, 3.124320, E, F, , F, , , , , , , , , 
11, 25.216000, -27.288647, 3.080674, E, F, , F, , , , , , , , , 
11, 25.600000, -26.944394, 2.998803, E, F, , F, , , , , , , , , 
11, 25.984000, -26.610758, 2.876571, E, F, , F, , , , , , , , , 
11, 26.368000, -26.276547, 2.745227, E, F, , F, , , , , , , , , 
11, 26.752000, -25.945844, 2.613006, E, F, , F, , , , , , , , , 
11, 27.136000, -25.632461, 2.444571, E, F, , F, , , , , , , , , 
11, 27.520000, -25.343000, 2.242872, E, F, , F, , , , , , , , , 
11, 27.904000, -25.074487, 2.008756, E, F, , F, , , , , , , , , 
11, 28.288000, -24.809588, 1.765333, E, F, , F, , , , , , , , , 
11, 28.672000, -24.528894, 1.541126, E, F, , F, , , , , , , , , 
11, 29.056000, -24.251654, 1.318808, E, F, , F, , , , , , , , , 
11, 29.440000, -24.000951, 1.066995, E, F, , F, , , , , , , , , 
11, 29.824000, -23.780217, 0.788604, E, F, , F, , , , , , , , , 
11, 30.208000, -23.591862, 0.485647, E, F, , F, , , , , , , , , 
11, 30.592000, -23.409240, 0.174919, E, F, , F, , , , , , , , , 
11, 30.976000, -23.232973, -0.131680, E, F, , F, , , , , , , , , 
11, 31.744000, -23.052295, -0.508122, E, F, , F, , , , , , , , , 
11, 32.480000, -22.922897, -0.779489, E, F, , F, , , , , , , , , 
11, 33.568000, -22.782446, -1.061886, E, F, , F, , , , , , , , , 
11, 34.656000, -22.640340, -1.343485, E, F, , F, , , , , , , , , 
11, 35.744000, -22.499885, -1.625911, E, F, , F, , , , , , , , , 
11, 36.832000, -22.357779, -1.907511, E, F, , F, , , , , , , , , 
11, 37.920000, -22.217324, -2.189937, E, F, , F, , , , , , , , , 
11, 40.256000, -22.095671, -2.468477, E, F, , F, , , , , , , , , 
11, 41.056000, -22.061605, -2.823430, E, F, , F, , , , , , , , , 
11, 41.376000, -22.019720, -3.121888, E, F, , F, , , , , , , , , 
11, 41.760000, -22.005286, -3.475525, E, F, , F, , , , , , , , , 
11, 42.144000, -22.028725, -3.829533, E, F, , F, , , , , , , , , 
11, 42.528000, -22.030325, -4.191207, E, F, , F, , , , , , , , , 
11, 42.912000, -22.010823, -4.546654, E, F, , F, , , , , , , , , 
11, 43.232000, -22.021834, -4.846860, E, F, , F, , , , , , , , , 
11, 43.680000, -21.998748, -5.264425, E, F, , F, , , , , , , , , 
11, 44.064000, -21.949786, -5.620701, E, F, , F, , , , , , , , , 
11, 44.512000, -21.890942, -6.035229, E, F, , F, , , , , , , , , 
11, 44.896000, -21.883426, -6.389607, E, F, , F, , , , , , , , , 
11, 45.280000, -21.884501, -6.751330, E, F, , F, , , , , , , , , 
11, 45.664000, -21.858700, -7.111800, E, F, , F, , , , , , , , , 
11, 46.048000, -21.837644, -7.465022, E, F, , F, , , , , , , , , 
11, 46.432000, -21.856468, -7.820587, E, F, , F, , , , , , , , , 
11, 46.816000, -21.915169, -8.164270, E, F, , F, , , , , , , , , 
11, 47.200000, -22.013087, -8.508355, E, F, , F, , , , , , , , , 
11, 47.584000, -22.120508, -8.852980, E, F, , F, , , , , , , , , 
11, 48.384000, -22.198429, -9.153820, E, F, , F, , , , , , , , , 
11, 53.152000, -22.138541, -9.449247, E, F, , F, , , , , , , , , 
11, 55.936000, -21.749251, -9.451229, E, F, , F, , , , , , , , , 
11, 56.320000, -21.391858, -9.394998, E, F, , F, , , , , , , , , 
11, 56.704000, -21.040405, -9.304800, E, F, , F, , , , , , , , , 
11, 57.088000, -20.699195, -9.189869, E, F, , F, , , , , , , , , 
11, 57.472000, -20.366997, -9.082344, E, F, , F, , , , , , , , , 
11, 57.856000, -20.017294, -9.015739, E, F, , F, , , , , , , , , 
11, 58.240000, -19.660347, -8.957873, E, F, , F, , , , , , , , , 
11, 58.624000, -19.308043, -8.905854, E, F, , F, , , , , , , , , 
11, 59.008000, -18.949711, -8.861917, E, F, , F, , , , , , , , , 
11, 59.392000, -18.596949, -8.823449, E, F, , F, , , , , , , , , 
11, 59.776000, -18.247618, -8.824494, E, F, , F, , , , , , , , , 
11, 60.096000, -17.947043, -8.840196, E, F, , F, , , , , , , , , 
11, 60.480000, -17.588351, -8.833934, E, F, , F, , , , , , , , , 
11, 60.928000, -17.169710, -8.820121, E, F, , F, , , , , , , , , 
11, 61.312000, -16.819117, -8.850994, E, F, , F, , , , , , , , , 
11, 61.696000, -16.471446, -8.922278, E, F, , F, , , , , , , , , 
11, 62.016000, -16.177984, -8.993746, E, F, , F, , , , , , , , , 
11, 62.464000, -15.773971, -9.091100, E, F, , F, , , , , , , , , 
11, 62.976000, -15.311379, -9.215149, E, F, , F, , , , , , , , , 
11, 63.360000, -14.979349, -9.334026, E, F, , F, , , , , , , , , 
11, 63.744000, -14.659776, -9.492174, E, F, , F, , , , , , , , , 
11, 64.128000, -14.361068, -9.681986, E, F, , F, , , , , , , , , 
11, 64.512000, -14.045423, -9.857386, E, F, , F, , , , , , , , , 
11, 64.896000, -13.717228, -10.010391, E, F, , F, , , , , , , , , 
11, 65.280000, -13.380352, -10.139921, E, F, , F, , , , , , , , , 
11, 65.664000, -13.061287, -10.298142, E, F, , F, , , , , , , , , 
11, 66.048000, -12.728107, -10.438540, E, F, , F, , , , , , , , , 
11, 66.432000, -12.385269, -10.553230, E, F, , F, , , , , , , , , 
11, 67.008000, -12.019078, -10.647108, E, F, , F, , , , , , , , , 
11, 68.096000, -11.714256, -10.725301, E, F, , F, , , , , , , , , 
11, 72.768000, -11.497198, -10.933793, E, F, , F, , , , , , , , , 
11, 75.104000, -11.547358, -11.397516, E, F, , F, , , , , , , , , 
11, 75.488000, -11.648413, -11.739553, E, F, , F, , , , , , , , , 
11, 75.872000, -11.790478, -12.060327, E, F, , F, , , , , , , , , 
11, 76.256000, -11.970516, -12.364682, E, F, , F, , , , , , , , , 
11, 76.640000, -12.136260, -12.687749, E, F, , F, , , , , , , , , 
11, 77.024000, -12.276354, -13.021463, E, F, , F, , , , , , , , , 
11, 77.408000, -12.393110, -13.364010, E, F, , F, , , , , , , , , 
11, 77.792000, -12.540048, -13.685729, E, F, , F, , , , , , , , , 
11, 78.176000, -12.725032, -13.989329, E, F, , F, , , , , , , , , 
11, 78.560000, -12.944029, -14.267843, E, F, , F, , , , , , , , , 
11, 78.944000, -13.194465, -14.520456, E, F, , F, , , , , , , , , 
11, 79.328000, -13.468657, -14.740894, E, F, , F, , , , , , , , , 
11, 79.712000, -13.740808, -14.980320, E, F, , F, , , , , , , , , 
11, 80.096000, -14.028262, -15.190038, E, F, , F, , , , , , , , , 
11, 80.480000, -14.308560, -15.421836, E, F, , F, , , , , , , , , 
11, 80.864000, -14.568457, -15.672071, E, F, , F, , , , , , , , , 
11, 81.248000, -14.812362, -15.941680, E, F, , F, , , , , , , , , 
11, 81.632000, -15.074744, -16.175678, E, F, , F, , , , , , , , , 
11, 82.016000, -15.363441, -16.381161, E, F, , F, , , , , , , , , 
11, 82.400000, -15.646981, -16.607565, E, F, , F, , , , , , , , , 
11, 82.784000, -15.945579, -16.800653, E, F, , F, , , , , , , , , 
11, 83.168000, -16.263844, -16.961302, E, F, , F, , , , , , , , , 
11, 83.488000, -16.522859, -17.113034, E, F, , F, , , , , , , , , 
11, 83.936000, -16.851317, -17.353609, E, F, , F, , , , , , , , , 
11, 84.384000, -17.179873, -17.613607, E, F, , F, , , , , , , , , 
11, 84.768000, -17.483304, -17.799331, E, F, , F, , , , , , , , , 
11, 85.152000, -17.804459, -17.949132, E, F, , F, , , , , , , , , 
11, 85.536000, -18.141276, -18.061942, E, F, , F, , , , , , , , , 
11, 85.920000, -18.485945, -18.168824, E, F, , F, , , , , , , , , 
11, 86.304000, -18.822009, -18.302673, E, F, , F, , , , , , , , , 
11, 86.688000, -19.147098, -18.461393, E, F, , F, , , , , , , , , 
11, 87.200000, -19.556744, -18.707214, E, F, , F, , , , , , , , , 
11, 87.584000, -19.847752, -18.922135, E, F, , F, , , , , , , , , 
11, 87.968000, -20.154086, -19.104205, E, F, , F, , , , , , , , , 
11, 88.544000, -20.493098, -19.257995, E, F, , F, , , , , , , , , 
11, 89.632000, -20.777514, -19.383886, E, F, , F, , , , , , , , , 
11, 96.864000, -20.831141, -19.084622, E, F, , F, , , , , , , , , 
11, 97.824000, -20.655550, -18.695825, E, F, , F, , , , , , , , , 
11, 98.400000, -20.461910, -18.376846, E, F, , F, , , , , , , , , 
11, 99.616000, -20.302157, -18.098621, E, F, , F, , , , , , , , , 
